Values,Attention Deployment,Response Modulation,Reappraisal,Correct,Reg,RegDesc,EventKey,EventDesc,Emotion,Intense
3100,0,0,0,0,Decrease,By running away and screaming,chase,"I was being chased by someone. I tried to ignore them, but they kept following me. I screamed and ran faster until I lost them",terrified,3
3086,1,0,0,1,Decrease,I attempted to walk quickly through and not look at the hanging bodies.,hanging,"There were hanging bodies from the ceiling towards the end, they were dangling with chains upside down swinging back and forth. There were black and white strobe lights going in and out.",terrified,4
3080,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",strobe lights ,long hallway with smoke and strobe lights. this was at the end of one of the tours. ,terrified,3
3076,0,0,0,1,Decrease,I ran fast and exited each room quickly. ,loud,The second event I can remember is when there was a loud box that had a man inside it getting electrocuted. It was shaking aggressively. ,terrified,3
3072,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",strobe lights ,"at the end of machine shop, there was a long dark hallway where strobe lights were going off. I remember feeling like i couldn't tell what I was looking at and was scared to move forward. ",terrified,2
3071,0,0,0,1,Decrease,i ran away because i was scared of the man with the chainsaw lol,run,chainsaw man behind us,terrified,2
3062,1,0,0,1,Decrease,I focused on how calm steve was,bus,We walked up the stairs into the bus.  I noticed all the human shapes in the chairs.  It was strobing. I was sure one of them would be a real person and jump at me. I could see the light to the outside and I focused on that and walked out.,tense,4
3053,1,1,0,0,Decrease,"reassured myself, talking to myself, singing to myself",bus,"the aluminum bus; there were strobe lights and dummys of people in some of the seats in either sides. there were two live people sitting on either side of the bus sitting near the middle. on the left was an African American man with dreds and on the right side there was a person with long brunette hair in front of their face. wwe made it to the end of the bus in a single file line with the man with dreds following us, but other than that the actors did not interact",tense,3
3052,1,1,0,0,Decrease,"Sang to myself, laughed, talked out loud to myself",bus,"the aluminum bus; there were strobe lights and dummys of people in some of the seats in either sides. there were two live people sitting on either side of the bus sitting near the middle. on the left was an African American man with dreds and on the right side there was a person with long brunette hair in front of their face. wwe made it to the end of the bus in a single file line with the man with dreds following us, but other than that the actors did not interact",tense,2
3036,0,0,1,1,Increase,I attempted to intensify my suspicion so that I would be more prepared for anything scary to happen. ,Bus,"Getting on the bus was scary because there were flashing lights and fake bodies in the seats and I was very sure that one of them was going to be real. Fortunately, there were no real people that jumped out. I also found it hard to walk through the bus because of the flashing lights so I was falling into the seats. ",suspicion,4
3030,0,0,0,0,Decrease,Got excited ,Scared,"The laser room, couldn’t see my feet or anything below my waist",suspense,1
3022,0,1,0,1,Decrease,I forced myself to get a grip and keep walking forward. ,difficult ,The ground shaking when we walked through that box thing. I remember it felt like the ground was really moving and it was hard to walk. ,surprised,2
2996,0,1,0,0,Decrease,"I figured that an actor would be in one of the seats so I was trying to prepare myself for the jump scare. Considering we were nearing the back of the bus I didn't think there would be anybody real there, so it took me by surprise when he finally popped out. ",Shocking,"Walking on the bus at the beginning. There were strobe lights and scary ""dolls"" in the seats of the bus. Towards the end of the bus was an actor that popped up just as my head was turning and surprised me. ",surprised,4
2984,0,0,0,0,Increase,i tried to present myself as a target for the actors to talk to me. ,Alarming,A man tried to hit me with a cinderblock and then pulled back at the last second. ,surprised,3
2982,1,0,0,1,Increase,By interacting with what was happening around me more,Surprising ,An airgun went off in my ear. ,surprised,2
2981,1,0,0,0,Decrease,I failed but I think I just tried some deep breaths.,foorboards,The third emotionally-evocative event that occurred within the crypt was sliding floorboards,surprised,3
2966,0,0,1,0,Decrease,"I tried to tell myself ""Hey you're in a haunted house you're supposed to expect to be surprise",foorboards,The third emotionally-evocative event that occurred within the crypt was sliding floorboards,surprised,4
2954,1,0,0,1,Decrease,predicting placement of actors,Jarring,A dark room that was almost pitch black and the sound of chainsaws,surprised,3
2952,0,1,0,1,Decrease,"I calmed myself down so I wouldn't fall, even though I was afraid of it.",shaky,"The floor was made out of these two sliding plates, I slipped on one of them and I got taken off guard.",surprised,3
2941,1,0,0,1,Decrease,I focused on the detail of the mannequins and how they weren't realistic in anyway.,Bus,The first emotionally evocative event was seeing the first dead body on the left.,surprised,1
2934,0,0,1,1,Decrease,Rationalized the setting,Gross,Saw the fake bodies hanging ,surprised,1
2927,0,0,1,1,Decrease,I thought to myself the actor wouldn't do any other interactions since he already startled us,Swinging,The meat freezer with hanging bodies and an actor in it. The flashing lights and swinging bodies made it hard to move/navigate through the room and I was afraid of bumping into any actors or swaying bodies. The actor in it came up around one of the swinging bodies so he surprised me. The bodies swinging from the ceiling I wasn't sure if they were animatronics or if maybe an actor was on it and would hop down.,surprised,2
2922,1,1,0,0,Decrease,I tried to close my eyes for a second and calm myself down.,loud,The second event I can remember is when there was a loud box that had a man inside it getting electrocuted. It was shaking aggressively. ,stunned,3
2921,0,1,0,0,Decrease,Moving forward regardless of whether I thought I could,overwhelming,trying to navigate the meat freezer with strobe lights and hanging bodies and a woman screaming next to me,stuck,2
2920,0,0,1,1,Decrease,"Kept moving forward in the room, reminded myself it would end",overwhelming,trying to navigate the meat freezer with strobe lights and hanging bodies and a woman screaming next to me,stuck,3
2912,0,0,0,1,Decrease,I tried to walk quickly and ground myself,Disorienting,"The rattling floors: I remember climbing the stairs and seeing a sign warning of rattling floors/flashing lights. We climbed some stone stairs and entered this narrow hallway, where the floor's sliding panels would occasionally shift, making it hard to walk. I finally walked down the stairs (after seeing some monsters hanging from the ceiling)",stressed,3
2902,0,0,0,1,Decrease,closed my eyes a little,claustrophobic,going through the bus in crypt. the tight space made it claustrophobic and it was very smoky and had flashing light. there were lots of bodies on the seats and you could not tell if they were real or not. there was someone climbing over the seats getting close to you.,stressed,2
2898,0,1,0,1,Decrease,I told myself it's nothing to be stressed about that it's for fun and you don't need to be stressed. ,scary ,The first event that happens is a two guys pop out at you. ,stressed,1
2887,0,1,0,0,Decrease,Talk myself down,concerned ,Guy coming up close and talking in my ear ,startled,3
2883,1,1,0,0,Decrease,"Like the beginning event, I took a deep breathe and reminded myself that I had to get through the rest. ",Air,There was a large puff of air from a machine that pushed into my legs that made me jump in the air a bit. There were people right behind me (perhaps a little too close) so they had to stop short and bumped into my back. ,startled,2
2864,0,0,1,1,Decrease,realized it was not for long and that it did not affect me too much,floor,When the floor rattled ,startled,2
2855,0,1,1,0,Decrease,I tried to reduce it by calming myself down after hearing a loud noise and remembering it was part of the tour.,loud,the box with loud bangng noise,startled,3
2848,1,0,0,1,Decrease,i lookee away,Sudden,Jumpscare from butcher,startled,3
2847,0,0,1,1,Decrease,I thought to myself the actor wouldn't do any other interactions since he already startled us,Swinging,The meat freezer with hanging bodies and an actor in it. The flashing lights and swinging bodies made it hard to move/navigate through the room and I was afraid of bumping into any actors or swaying bodies. The actor in it came up around one of the swinging bodies so he surprised me. The bodies swinging from the ceiling I wasn't sure if they were animatronics or if maybe an actor was on it and would hop down.,startled,1
2834,0,0,0,1,Decrease,by moving away fast ,frightened,there was a man who slide open a window and popped out. in a skinny hall way.,startled,3
2827,0,0,0,1,Decrease,by finding my group,worried,there was a man typing on a type writer when you firs enter.,startled,1
2819,0,0,0,1,Increase,I thought jump scares would occur or someone would come out.,Bus,"The bus filled with people or mannequins. Expected a scare that never came, but it was a genuinely creepy prop.",spooked,1
2813,1,0,0,1,Decrease,I quickly got out of that room! And looked away and never looked back at the man ,Frightened,"The scariest thing that happened for me was in the meat locker in the Crypt. We walked into this big room where strobe lights were flashing and I could barely see. There was a wall to our left and bodies hanging in bags from meat hooks to our right. I can only remember seeing one actor in that room, but he was in the far right corner when we walked in and suddenly was right up in my face when we stepped into the middle of the room. It actually caused me to make a noise (I don't really scream when scared) and hide my face while holding my roommate's hand and walking quickly to get out of there.",spooked,2
2808,0,0,0,1,Decrease,by exiting the bus immediately,bus,"Crypt Bus: creeped me out that i din't know which people were real. honestly just walked through as quick as possible to avoid having any of them scare me. In the moment, I wasn't sure if any of the people were real. I was just starting to think they were all dummies when, right as I reached the exit, I saw a hand move on the seat next to me. It gave me a slight jolt, and i leaped out the back, back to the outdoors.",spooked,3
2799,1,0,0,1,Increase,I noted how the cells we were walking by were the scenes of a great deal of real life pain and suffering ,Strobe,"The strobe light hallway was one of the first things that really unsettled me. Initially, it was fine, but as the fog grew thicker and the strobe lights felt more overwhelming it was a lot harder to keep track of what was going on. Just as I was about to get really dizzy we exited the hallway. ",sober,1
2798,0,0,0,0,Increase,Remembered where we were ,Strobe,Strobe Light hallway. Both for its overwhelming sensory component and the fact that it was the first time we’d seen the cells clearly and I remembered where I was,sober,2
2794,0,0,0,1,Decrease,I stood tall and breathed deeply,Narrow,There was a person in the beginning of the narrow bus that jump scared me by coming up in my face with flashing dim lights.,small,1
2793,0,0,0,0,Decrease,I tried to stand taller to feel not so small.,Narrow,There was a person in the beginning of the narrow bus that jump scared me by coming up in my face with flashing dim lights.,small,3
2790,0,0,0,0,Increase,"It looked like something out of a movie, where all of the people walking just look like their walking in slow motion, and it was intensified by the blinking lights. ",Slow-motion,"Walking through the very dark hallway of prison cells, it was very dark and there were blinking lights that made people walk in slow motion. There were open prison cells that were extremely dark, you couldn't see past the frame of them. There were creepy noises and my heart was racing. An actor slowly walking toward you and walked away until he ran back and whispered something really creepy in my ear. ",slow,3
2787,0,0,0,1,Decrease,I tried to move my body around more so that I could keep myself awake ,Surprising ,An airgun went off in my ear. ,sleepy,3
2777,0,0,1,0,Decrease,I tried to forget that I knew it was fake,Bus,The man hiding at the back of the bus who jumped out at me,skeptical,1
2776,1,0,0,1,Increase,Thinking about what could happen next,Ominous ,"We entered the long hallway that was the widest section of the part. At first it looked like there wasnt much except a few holes in the wall where the cells were. Then smoke shot out, hid the view and multiple actors appeared and converged on the group with jump scares",skeptical,3
2751,0,0,1,1,Decrease,I tried to tell myself that it was over and that I would be ok.,foorboards,The third emotionally-evocative event that occurred within the crypt was sliding floorboards,shocked,2
2740,1,0,1,0,Decrease,"By looking at more of the skeletons closely, I tried to normalize it. ",Gory,"Walking into the bus, the strobe lights highlighting the dead skeletons with blood on their bones and holes in their skulls.",shocked,1
2731,1,0,0,0,Decrease,i moved more slowly and made sure i was more aware of my surroundings so i would be able to predict my surroundings,butcher,"i remember towards the end after we walked through the cages, we got to a room and the line started to slow down. the room ahead of us was strobing and i saw bodies hanging from the ceiling. i couldn't tell who was real and who was fake, and it freaked me out. i moved slowly because i noticed the bodies were swinging in the strobes and i didn't want to be touched. one lady crept out of the shadows and scared me and i ran through",shocked,2
2730,0,1,0,0,Decrease,By calming down and getting out of the freezer without the guy coming after me. ,Freezer,"The bodies hanging in the meat freezer and a person inside having a hammer or axe, he also came after us when we were leaving. The bodies were hard to avoid and the lights were flashing a lot so it was hard to tell if there was a real person inside. ",shocked,3
2701,0,1,0,0,Decrease,I attempted to reduce the shock emotion by continuing to walk fast and disregard it. ,loud,The second event I can remember is when there was a loud box that had a man inside it getting electrocuted. It was shaking aggressively. ,shocked,3
2700,1,0,0,0,Decrease,taking deep breaths,frightening,walking through the school bus with the fake dead bodies,shocked,2
2696,0,1,0,0,Decrease,"Same as the fear, I collected myself to calm down.",jumpscare,"The first event was small, it just a guy jumping out at me, I forgot what he had in his hand but he was wielding something. ",shocked,1
2678,1,0,0,1,Increase,I think I tried to interact with the characters more,Alarming,The man tried to hit me with a sledgehammer and then pulled back at the last second. ,scared,2
2674,0,0,0,0,Decrease,look away,intense,during the crypt the noises were emotionally evocative. ,scared,2
2668,0,0,0,1,Increase,i didnt,fear,the second emotional event that occured was when they started popping out of the cells and following us around.,scared,3
2667,1,0,0,1,Decrease,look away,jarring,"also, the bodies hanging from the meat freezer were also emotionally evocative",scared,2
2665,1,0,0,0,Decrease,I tried talking to myself to make it less scary ,anxious ,Walking through the bus in the crypt was emotionally-evocative because I knew something was going to happen but I didn't know when. ,scared,3
2655,1,0,0,1,Decrease,attempting to see,Handicapped,The very dark rom with hanging body parts that you could only see for a couple of seconds when the lights flashed.,scared,3
2648,1,0,0,1,Decrease,looked away and looked forward,intense,during the crypt the noises were emotionally evocative. ,scared,2
2639,1,1,0,0,Decrease,making sure i was calming down and breathing,stapler,There was a man slamming a stapler or something on the desk making a loud banging noise. He was at the desk with the typewriter. I think this was in the take 13 section.,scared,2
2630,0,0,0,1,Decrease,moving quickly past him,clown,"walking through the tunnel in the first attraction, there was a clown at the end that gave me a lot of anxiety",scared,2
2612,0,1,0,0,Decrease,Calm myself down ,fear,Guy chasing with weapons ,scared,3
2587,0,0,0,1,Decrease,by getting away from the man ,anxiety,the man started walking behind us down the ramp with a chain saw. there was a smell of gas ,scared,2
2578,1,0,0,1,Decrease,I attempted to reduce it by not really paying attention to what was happening. ,scary ,The third event was the long hallway with strobe lights and fog with two guys scaring you. ,scared,3
2558,1,0,1,0,Decrease,I tried to feel less scared by trying to anticipate where the scary parts could be but also tried to feel more excited towards the scary parts rather than scared,dark,"walking in and it was darker than the previous two rooms, expected it to have more jump-scares because of the darkness and fashing lights",scared,0
2543,0,0,1,1,Decrease,telling myself it was not real,anxiety,the man started walking behind us down the ramp with a chain saw. there was a smell of gas ,scared,2
2540,0,0,1,1,Decrease,By telling myself he couldn't really hurt me or touch me.,chainsaw,When we turned the corner to get to the outside part there was a man with a chainsaw who started yelling and chasing us while using the chainsaw.,scared,3
2519,0,1,0,1,Decrease,"trying to laugh it off, basically clinging to the girl I was paired up with",frightening,guy with chainsaw chasing me,scared,2
2485,0,0,1,0,Decrease,Knew it was not real,electricity,The electric high voltage section where there were things rattling and making electric sounds ,scared,1
2437,0,0,0,1,Decrease,just tried to not move ,scary,When a lady speaking a foreign language was trying to escape from the cell and screaming. I think her voice and the dark scared me,run,1
2436,0,0,0,0,Decrease,Jumped up and down ,anxious,The third emotion was curious. I was curious if there was going to be more people popping out of the corners,rowdy,1
2408,0,0,0,0,Increase,Enjoying the fact the tension was over,Abrupt,"When we walked into the section with an opening to the outside a man with a chainsaw appeared from the right. the chainsaw was off initially but as we walked by he ran up and turned it on, chasing us up the line. He didn't turn off the chainsaw until we entered the indoor section",relieved,2
2399,0,0,1,1,Decrease,I attempted to reduce my regret by reminding myself I am getting payed,anxiety,the second emotionally evocative even that occurred within the Crypt was smoke filling the room completely,regretful,4
2394,1,0,0,0,Decrease,breathing and checking my sorroundings,overwhelming,The first emotionally-evocative event was when the strobe lights that relly had me worried about my surroundings and if there were gonna be any other jumpscares during it because I wouldn't be able to see it coming.,rattled,3
2387,0,0,1,1,Decrease,"I tried to understand what was happening, but the line was going so fast that I couldn't fully grasp the situation",Confusing," There was this cage that an actor like traveled through somehow. It looked like a solid cage with 4 walls, but someone walked right through the bars and jumped out and scared the people behind me. I didn't get to look hard enough to understand how he did that.",puzzled,4
2376,0,0,0,0,Increase,Yet again I kept my eye on him just to see if he would do anything.,Suspense,"I remember walking through an entrance and at the top, there was a man, perhaps with a rope or an ax. I can't recall which. I expected him to do something which he did not.",prepared,2
2371,0,0,0,1,Decrease,I distanced myself from the man and walked as fast as I could. ,terrifying ,A clown approached me sometime during the haunted house and caught me off guard. He yelled in my face and I screamed. ,petrified,3
2366,0,0,1,1,Increase,I was thinking about why these people would be dead on a school bus and why they look like patients,creepy,"The school bus was creepy because it had many dead bodies sitting in the seats. The bodies weren't real (there was only one or two live actors on the bus), but they served their purpose in creating a creepy vibe. The dead bodies were pretty evenly spaced and were one to each seat. The live actor was standing on the seat and seemed to be wearing a gown. ",pensive,3
2352,1,0,0,1,Decrease,I took deep breaths and closed my eyes. ,terrifying ,A clown approached me sometime during the haunted house and caught me off guard. He yelled in my face and I screamed. ,panicked,3
2341,1,0,0,1,Decrease,"Breathe evenly, try to focus my eyes correctly, try to walk carefully and avoid the characters",hallway,"In the end of one of them, there was a long hallway with fog and the strobe lights were super strong and characters were running past you and I was so afraid they were going to touch me because the strobe light made it seem like I was seeing a series of pictures instead of a video. ",panicked,2
2340,1,0,0,1,Decrease,By not looking up at the fake bodies and the man standing over us and to move on to the next section.,Vines,The area with the cages and vines and the actor who was able to exit the cage and follow us around until the next section.,panicked,3
2335,0,0,0,1,Decrease,I ran away from the actor who had it and he still chased after me. ,Chainsaw,The chainsaw turning on in the machine shop section. It was very loud and no one else had a weapon that made such a loud noise so i wasnt expecting it. ,panicked,3
2333,1,0,0,0,Decrease,Taking breaths and walking in sync with the people ahead of me,Strobe,"The strobe light hallway was one of the first things that really unsettled me. Initially, it was fine, but as the fog grew thicker and the strobe lights felt more overwhelming it was a lot harder to keep track of what was going on. Just as I was about to get really dizzy we exited the hallway. ",panicked,2
2330,1,0,1,0,Decrease,"Breathe, try not to run, remind myself it's all fake",chainsaw,The man running past me with the chainsaw was a bit freaky; he was dressed in like zombie-ish lumberjack garb and he got so close to us. The chainsaw kind of turned on as he passed us which made me start even though I expected it. We were outside and the lighting was all red. I was kind of jogging to get past him.,panicked,1
2325,0,0,0,0,Decrease,looked away,intense,during the crypt the noises were emotionally evocative. ,overwhelmed,2
2323,1,0,0,0,Decrease,Slowing down my breathing,Strobe,"The strobe lights in the one section are my most vivid memory, as you walk through those place with the cells. It made me feel overwhelmed.",overwhelmed,2
2316,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",strobe lights ,"at the end of machine shop, there was a long dark hallway where strobe lights were going off. I remember feeling like i couldn't tell what I was looking at and was scared to move forward. ",overwhelmed,2
2315,1,0,1,0,Increase,"Focused on the end goal, focused on what I could see rather than what I could not, reminded myself that nothing could touch me.",uncertain,going up the steps of the bus and seeing seats filled with maybe-people-maybe-not with flashing strobe lights,overwhelmed,4
2314,1,1,0,0,Decrease,I took deep breaths and tried to have more fun from it. ,loud,The second event I can remember is when there was a loud box that had a man inside it getting electrocuted. It was shaking aggressively. ,overwhelmed,3
2313,0,1,0,1,Decrease,I attempted to reduce this by not thinking about it and just getting through it,hanging-man,the hanging man that was like laying across the place we were walking and we had to like sneak around him and I literally thought he was going to grab us or fall into us or something,overwhelmed,4
2311,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",bus ,Bus walk through. dark with fog/smoke surrounding. people sitting in the seats. cannot see in front of me or know where to walk. Exit bus. ,overwhelmed,3
2305,0,0,0,1,Decrease,walked faster,claustrophobic,going through the bus in crypt. the tight space made it claustrophobic and it was very smoky and had flashing light. there were lots of bodies on the seats and you could not tell if they were real or not. there was someone climbing over the seats getting close to you.,overwhelmed,2
2301,1,0,0,0,Decrease,working on my breathing,calm,there were no other moments that really struck out to me and scared me.,overwhelmed,1
2293,0,0,1,1,Decrease,I prepared myself for the worst and reminded myself it's all fake. ,creepy ,"I remember there was a man in a cage, with a mask, reaching out to grab people. He kept making quick and startling movements. ",onedge,3
2279,1,0,0,0,Decrease,I breathed deeply to regain my original state,Shake,There was a very loud moving box that was frosted and shook intensely.,off-guard,2
